Prime name	Color of berry skin	Country or region of origin of the variety	variety_id	Species	VVS2_1	VVS2_2	VVMD5_1	VVMD5_2	VVMD7_1	VVMD7_2	VVMD25_1	VVMD25_2	VVMD27_1	VVMD27_2	VVMD28_1	VVMD28_2	VVMD32_1	VVMD32_2	VRZAG62_1	VRZAG62_2	VRZAG79_1	VRZAG79_2
SOPERGA	NOIR	ITALY	12085	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	228	230	239	253	239	255	180	190	218	234	240	252	192	194	251	259
SUGRAONE	BLANC	UNITED STATES OF AMERICA	12087	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	228	238	239	249	255	255	180	182	234	248	250	272	186	188	255	259
SUPERZIBIBBO	BLANC	ITALY	12088	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	232	232	243	247	239	255	180	186	234	244	240	272				
SURFIN BLANC	BLANC	FRANCE	12095	VITIS INTERSPECIFIC CROSSING	133	133	228	238	239	243	241	249	182	188	234	252	240	250	188	188	249	255
SURKHAK BELYI	BLANC	UZBEKISTAN	12098	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	141	240	242	243	243	255	255	186	195	244	246	272	272	188	188	249	249
AGLIANICO	NOIR	ITALY	121	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	155	234	248	239	239	249	263	184	190	228	258	250	256	188	188	245	247
BERTILLE SEYVE 270	BLANC	FRANCE	1210	VITIS INTERSPECIFIC CROSSING	125	143	236	238	235	259	255	255	182	186	228	230	250	250	190	190	243	247
SURKHAK KITABSKII	ROUGE	TAJIKISTAN	12100	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	240	242	243	249	241	255	186	195	244	258	250	272	188	194	251	251
SUSCAN	NOIR	CROATIA	12107	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	228	228	239	249	239	255	180	180	254	258	252	264	188	200	237	255
BERTILLE SEYVE 277	NOIR	FRANCE	1211	VITIS INTERSPECIFIC CROSSING	133	133	236	242	243	259	237	241	187	187	234	246	250	250	180	188	255	257
SUSUMANIELLO	NOIR	ITALY	12110	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	234	239	249	241	255	180	190	234	236	256	262	196	200	251	259
BERTILLE SEYVE 284	NOIR	FRANCE	1212	VITIS INTERSPECIFIC CROSSING	129	137	254	254	235	249	237	249	188	208	244	260			202	206	249	255
SYKIOTIS	NOIR	GREECE	12120	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	240	242	243	249	239	239	182	186	234	244	258	262				
ASSWAD KARECH	NOIR	LEBANON	12125	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	236	248	233	249	239	245	180	180	244	258	250	272	188	204	247	247
BERTILLE SEYVE 318	NOIR	FRANCE	1213	VITIS INTERSPECIFIC CROSSING	129	143	254	254	249	255	249	255	186	208	244	260	250	250	180	202	255	259
SZAGOS BAJNAR	BLANC	HUNGARY	12133	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	234	234	247	249	239	249	182	186	234	258	248	262	188	204	247	259
SZAUTER GUSZTAV	BLANC	HUNGARY	12135	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	228	234	249	249	249	255	195	195	244	248	240	264	186	204		
SZEGENY EMBER SZOELOEJE	BLANC	HUNGARY	12142	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	230	234	247	249	241	241	182	190	236	244	252	264				
SZILAGYI 157	NOIR	HUNGARY	12152	VITIS INTERSPECIFIC CROSSING	137	145	228	242	231	239	241	243	186	190	234	248	252	268	186	208	253	253
SZOEKESZOELOE	BLANC	HUNGARY	12153	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	228	242	243	253	239	255	180	195	244	244	250	256	188	188	251	257
SZUECS 7	BLANC	HUNGARY	12161	VITIS INTERSPECIFIC CROSSING	133	143	230	234	243	249	239	255	180	190	234	244	240	272	186	204	257	259
TACHTAS	BLANC	GREECE	12175	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	131	143	228	248	247	249	255	255	176	180	234	258	258	274	188	188	247	251
BERTILLE SEYVE 425	NOIR	FRANCE	1219	VITIS INTERSPECIFIC CROSSING	133	149	238	246	251	261	237	255	190	202	244	258	272	272	194	202	245	261
TAEZHNYI IZUMRUD	BLANC	RUSSIAN FEDERATION	12195	VITIS INTERSPECIFIC CROSSING	135	161	238	266	235	253	235	235	186	198	230	230	250	250	192	206	257	259
TAFERIELT	NOIR	MOROCCO	12196	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	240	242	249	249	239	241	195	195	234	260	252	272	194	204	257	257
AFUS ALI	BLANC	LEBANON	122	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	234	239	249	249	255	186	186	234	258	258	272	186	188	243	251
TAGLAIT N'TIMILLI	BLANC	MOROCCO	12200	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	151	240	242	249	249	255	271	184	186			240	250				
TAGOBI	NOIR	TAJIKISTAN	12201	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	143	230	236	245	253	241	255	180	186	244	244	258	258	188	196	247	251
TAHANNEBI	BLANC	TURKEY	12204	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	230	239	247			184	195	244	258	256	272	188	192	257	257
TAIFI ROZOVYI	ROUGE	CENTRAL ASIA	12208	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	230	236	243	247	239	255	180	195	244	244	250	258	188	196	247	257
TAILILOUT	BLANC	MOROCCO	12209	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	228	230	239	253	241	271	186	186	236	260	252	252	186	188	251	251
TAIROVSKII	NOIR	UKRAINE	12210	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	234	238	247	249			180	186					186	192	239	255
TAJKA E BARDHE	BLANC	ALBANIA	12212	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	234	236	247	249	249	255	180	186	246	258	250	252	186	204	237	251
TAKASAGO	NOIR	JAPAN	12216	VITIS INTERSPECIFIC CROSSING	133	151	238	238	235	249			180	182	226	226	240	272	186	206	237	247
TAKKARA	NOIR	TURKEY	12218	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	228	238	239	249			176	195	244	258			188	204	247	247
TAMARA	BLANC	GERMANY	12227	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	228	234	247	247	249	255	182	195	218	234	240	252	194	204	245	249
BERTILLE SEYVE 460	NOIR	FRANCE	1223	VITIS INTERSPECIFIC CROSSING	129	133	246	246	235	239	237	249	188	202	244	244	250	250	188	206	245	249
TAMAREZ	BLANC	PORTUGAL	12231	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	228	238	239	243			180	182					188	194	247	251
TAMAREZ MOSCATEL	BLANC	PORTUGAL	12234	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	149	234	242	249	257	249	255	190	195	236	268	264	272				
TAMIAMI	ROUGE	UNITED STATES OF AMERICA	12239	VITIS INTERSPECIFIC CROSSING	135	155	242	242	235	249	243	255	186	190	234	244	272	272	174	204	243	249
TAMINGA	BLANC	AUSTRALIA	12245	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	230	234	243	253	239	249	182	190	236	248	240	250	188	188	251	259
TANA KUZY	ROSE	UZBEKISTAN	12248	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	151	236	242	243	253	241	249	180	195	238	244	244	250	188	204	247	257
TANAGOZ	NOIR	UKRAINE	12250	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	155	238	238	239	249	239	247	182	186	248	268	262	262	188	200	251	259
TANBEI	NOIR	AZERBAIJAN	12252	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	228	240	239	243	249	269	180	190	270	278	252	254	188	200	249	251
TANDANYA	NOIR	AUSTRALIA	12254	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	149	228	240	239	243	249	255	180	180	244	248	250	252				
TANKERT	NOIR	MOROCCO	12256	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	238	240	233	249	255	255	186	195	248	254	240	262				
TANNAT	NOIR	FRANCE	12257	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	240	242	249	249	255	255	186	190	234	244	240	256	194	200	239	251
TANO RED	ROUGE	JAPAN	12258	VITIS INTERSPECIFIC CROSSING	123	151	238	238	247	249	241	249	180	182	226	226	240	252	202	204	237	247
TARDIF	NOIR	FRANCE	12262	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	238	238	251	263	239	249	186	190	228	244	240	272				
TARHEEL	NOIR	UNITED STATES OF AMERICA	12263	MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA	147	147			241	245			198	216					198	214		
TARNAU	BLANC	UZBEKISTAN	12265	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	230	247	249	249	255	186	190	244	244	250	272				
TARRAGONI	NOIR	SPAIN	12266	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	234	242	243	249	241	241	182	182	234	258	240	272	186	188	247	251
TARRANGO	NOIR	AUSTRALIA	12267	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	236	239	239	249	255	182	190	244	268	240	250				
BERTILLE SEYVE 872	NOIR	FRANCE	1227	VITIS INTERSPECIFIC CROSSING	125	133	254	254	235	261	237	237	182	186	230	246	272	272	202	206	259	259
TASHLI	BLANC	UKRAINE	12270	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	230	248	239	249	239	249	180	190	236	258	250	262	188	200	243	251
TAVKVERI	NOIR	GEORGIA	12276	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	230	242	239	247	239	241	186	195	235	258	250	272	190	200	251	251
TAVKVERI SAPERAVISEBURI	NOIR	GEORGIA	12278	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	236	240	247	249	239	239	180	186	236	240	262	272	190	202	249	251
TAVKVERI PATALANTEULY	NOIR	GEORGIA	12279	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	143	238	240	239	253	241	267	180	186	236	248	250	262	200	202	243	249
TAVLINSKII POZDNII	NOIR	DAGHESTAN	12281	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	238	242	239	245	239	255	182	193	236	240	256	262	202	202	239	259
TAVRIDA	NOIR	UKRAINE	12282	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	234	242	239	239	241	249	190	193	234	244	240	244	188	200	247	251
TAVRIYA	NOIR	UKRAINE	12283	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	238	240	249	249			180	182					186	188	247	255
TAVLINSKII CHERNYI	NOIR	DAGHESTAN	12288	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	230	238	235	247	241	255	182	186	234	243	256	272			251	259
TAYLORSAEMLING BLANKENHORN	BLANC	GERMANY	12290	VITIS INTERSPECIFIC CROSSING	133	141	252	252	241	255	239	241	186	188	244	244	250	272	180	202	247	249
TAZZELENGHE	NOIR	ITALY	12291	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	153	230	234	249	263	263	267	186	186	234	258	252	272	196	200	243	251
CUBRICA	NOIR	MONTENEGRO	12298	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	238	248	239	249	239	249	180	182	236	258	264	272	188	200	237	259
AGUA SANTA	NOIR	PORTUGAL	123	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	145	240	240	243	253	241	241	180	190	234	248	252	252	188	200	251	251
TEBOURBI	BLANC	TUNISIA	12300	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	240	242	243	249			182	190					188	204	243	247
TEINTURIER	NOIR	FRANCE	12304	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	240	240	239	243	239	249	180	190	228	236	272	272	188	194	245	255
BERTILLE SEYVE 1127	NOIR	FRANCE	1232	VITIS INTERSPECIFIC CROSSING	129	133	246	246	239	249	237	249	188	202	252	260	250	250	188	202	245	249
TELEKI 5 C		HUNGARY	12324	VITIS INTERSPECIFIC CROSSING	145	149	238	268	231	265	239	247	204	212	216	252	260	260	200	210	251	259
TELEKI 8 B		HUNGARY	12326	VITIS INTERSPECIFIC CROSSING	141	149	228	268	233	251	237	247	204	212	216	252	260	260	192	214	251	259
TELEKI 8 B SEL. FERRARI	NOIR	ITALY	12328	VITIS INTERSPECIFIC CROSSING	141	147	238	268	231	251	237	247	204	208	216	236	260	260	192	210	251	255
TELEKI 10 A		HUNGARY	12332	VITIS INTERSPECIFIC CROSSING	133	139	254	270	251	261	237	243	186	210	220	248			190	206	255	261
BERTILLE SEYVE 1134	NOIR	FRANCE	1234	VITIS INTERSPECIFIC CROSSING	139	147	238	254	237	247	239	243	180	187	236	236	252	252	180	204	251	263
KOBER 125 AA	NOIR	AUSTRIA	12344	VITIS INTERSPECIFIC CROSSING	141	147	228	268	231	251	237	249	204	212	216	252	260	260	192	210	251	259
TELI MUSKOTALY	BLANC	HUNGARY	12346	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	238	238	243	249	255	255	180	190	244	244	256	272	188	194	243	255
BERTILLE SEYVE 1353	BLANC	FRANCE	1235	VITIS INTERSPECIFIC CROSSING	129	133	236	246	235	239	237	249	186	195	228	252			196	206	257	259
TEMPRANILLO TINTO	NOIR	SPAIN	12350	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	238	238	239	253	241	255	184	184	258	258	250	252	196	200	247	251
MORISTEL	NOIR	SPAIN	12353	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	236	238	239	247	241	249	182	190	258	260	256	272	188	204	243	247
BERTILLE SEYVE 1372	BLANC	FRANCE	1236	VITIS INTERSPECIFIC CROSSING	125	133	266	266	251	255	255	255	187	188	244	258	250	250	180	194	249	255
TEOULIER BLANC FEMELLE	BLANC	FRANCE	12361	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	228	228	239	247	241	267	186	192	228	246	250	262				
TEOULIER NOIR	NOIR	FRANCE	12362	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	238	240	243	249	255	267	180	186	248	258	250	262	188	204	239	255
TERBASH	BLANC	TURKMENISTAN	12364	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	153	238	242	235	245	241	249	180	180	258	258	250	272	196	202	247	247
TERBASH KARA	NOIR	SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)	12365	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	151	236	238	235	253	241	249	180	186	244	258	262	272				
TERLANER	BLANC	ITALY	12366	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	143	236	240	249	263	239	255	180	186	244	246	262	272	194	204	237	239
TERESA PIROVANO	ROSE	ITALY	12367	VITIS INTERSPECIFIC CROSSING	135	135	238	238	247	247	255	255	180	186	218	226	272	272				
TERESITA	BLANC	ITALY	12368	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	240	240	233	249	249	255	180	186	234	236	272	272	186	196	243	255
TEROLDEGO	NOIR	ITALY	12371	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	155	228	230	239	247	239	241	180	186	228	236	240	262	194	194	243	255
TERRAMON ROND	BLANC	FRANCE	12373	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	236	243	247	239	255	180	182	228	258	240	250				
TERRANO	NOIR	ITALY	12374	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	228	230	247	249	241	255	190	190	218	234	250	272	192	194	239	251
TERRAS 20	NOIR	FRANCE	12378	VITIS INTERSPECIFIC CROSSING	133	145	240	254	243	261	241	259	186	195	236	244	250	250	188	194	243	255
BERTILLE SEYVE 1522	NOIR	FRANCE	1238	VITIS INTERSPECIFIC CROSSING	137	139	238	266	251	261	237	243	208	212	242	250			190	196	255	263
TERRET BLANC	BLANC	FRANCE	12380	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	243	247	239	241	180	186	258	258	240	240	188	204	251	251
TERRET BOUSCHET	NOIR	FRANCE	12382	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	237	243	243	241	241	182	186	236	258	240	250	188	188	243	251
TERRET GRIS	GRIS	FRANCE	12383	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	243	247	239	241	180	186	258	258	240	240	188	204	251	251
TERRET NOIR	NOIR	FRANCE	12384	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	243	247	239	241	180	186	258	258	240	240	188	204	251	251
TERZI 1	NOIR	ITALY	12385	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	228	228	247	253	239	239	190	192	228	234	240	272	192	194	259	259
SEIBEL 1559		FRANCE	1239	VITIS INTERSPECIFIC CROSSING	133	143	248	254	243	249	241	255	182	182	258	260	250	250	188	204	243	243
TETONA BLANCA	BLANC	SPAIN	12406	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	147	228	238	239	249	255	267	180	195	248	248	256	272	188	204	251	257
THALLOCZY LAJOS	BLANC	HUNGARY	12414	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	234	240	249	249	239	249	180	195	234	268	272	272	186	186	255	257
THEKLATRAUBE	ROUGE	GERMANY	12415	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	234	247	257	255	255	182	195	218	244	240	252	194	204	245	249
THERME	NOIR	GREECE	12420	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	238	247	247	241	249	180	180	228	268	256	272	204	204	255	255
THIAKO	BLANC	GREECE	12422	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	228	240	239	249			180	182	246	258	250	256	194	204	255	259
THOMAS	NOIR	UNITED STATES OF AMERICA	12423	MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA	145	153	232	240	235	237			212	216	212	228	248	248	214	222		
THOMUSCAT	BLANC	UNITED STATES OF AMERICA	12425	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	234	236	249	253	239	249	180	195	218	244	250	272	186	188	255	259
ATHIRI (THRAPSATHIRI)	BLANC	GREECE	12428	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	242	248	239	249	239	241	180	186	234	244	250	256	188	200	243	257
THURLING	BLANC	GERMANY	12429	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	230	249	257	249	255	182	190	228	234	252	272	194	204	245	245
BERTILLE SEYVE 1808	NOIR	FRANCE	1243	VITIS INTERSPECIFIC CROSSING	125	149	228	248	235	239	255	255	182	186	246	252	240	272	188	190	247	259
TIBOUREN	NOIR	FRANCE	12434	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	228	240	247	249	239	255	180	180	244	268	250	252	186	204	249	259
TIGRANI	NOIR	ARMENIA	12439	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	226	238	239	249	241	241	180	193	235	244	250	272	188	196	247	261
TILGOEREN	NOIR	TURKEY	12446	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	248	247	249	239	239	180	195	258	282	252	262	192	200	243	249
TIMORASSO	BLANC	ITALY	12450	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	247	247	239	241	180	180	234	258	252	256	196	204	251	259
TIMPURIU DE CLUJ	BLANC	ROMANIA	12451	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	238	240	247	249	249	249	180	182	218	236	240	272	186	194	255	259
TINIOUINE	NOIR	MOROCCO	12452	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	236	236	233	249	249	249	180	195	248	258	250	256				
TINI	ROUGE	MOROCCO	12456	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	228	234	249	253	255	255	186	195	236	248	256	256				
TINOS	NOIR	GREECE	12458	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	149	228	240	239	247	249	255	186	186	234	236	258	272				
TINTA AGUIAR	NOIR	PORTUGAL	12459	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	234	239	243			190	195					192	194	245	257
BERTILLE SEYVE 2049	NOIR	FRANCE	1246	VITIS INTERSPECIFIC CROSSING	125	125	238	252	249	255	267	267	186	186	244	254	262	262	194	202	247	259
RABO DE ANHO	NOIR	PORTUGAL	12460	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	157	224	228	239	263			182	186					186	196	247	251
VALDOSA	NOIR	PORTUGAL	12461	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	234	236	239	253			182	182					188	200	247	247
TINTA BARROCA	NOIR	PORTUGAL	12462	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	238	239	243	249	255	182	184	234	244	252	272	188	192	245	247
TINTA CARVALHA	NOIR	PORTUGAL	12467	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	234	238	249	263	241	249	182	190	228	248	256	272	194	204	247	251
BERTILLE SEYVE 2400	NOIR	FRANCE	1247	VITIS INTERSPECIFIC CROSSING	133	149	246	252	235	251	241	255	182	186	246	252	272	272	194	206	259	259
MOURISCO DE SEMENTE	NOIR	PORTUGAL	12471	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	240	239	239	255	259	182	195	236	254	240	252	188	194	247	257
MELRA	NOIR	PORTUGAL	12474	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	230	238	239	239			182	195					188	188	245	257
ALCOA	NOIR	PORTUGAL	12475	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	143	228	240	239	257			182	182					188	188	243	247
CIDADELHE	NOIR	PORTUGAL	12476	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	234	236	243	253			182	195					192	200	247	257
TINTA DE TABUACO	NOIR	PORTUGAL	12482	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	157	238	240	239	257			176	184					186	188	247	251
ENGOMADA	NOIR	PORTUGAL	12484	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	234	240	239	239			182	195					188	188	247	257
MALANDRA	NOIR	PORTUGAL	12487	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	242	239	253	253	255	180	182	248	258	250	256	188	200	251	261
TINTA MESQUITA	NOIR	PORTUGAL	12489	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	234	239	263			190	195					188	196	245	257
TINTA PEREIRA	NOIR	PORTUGAL	12491	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	157	234	238	239	249			182	186					188	204	247	259
TINTA POMAR	NOIR	PORTUGAL	12493	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	240	240	251	257			190	195					200	200	251	257
RICOCA	NOIR	PORTUGAL	12494	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	234	240	239	243			184	190					188	192	245	247
ROSEIRA	NOIR	PORTUGAL	12497	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	228	234	239	253			182	195					188	200	247	247
VAREJOA	NOIR	PORTUGAL	12498	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	224	228	239	247			182	182					186	196	247	247
TINTO CAO	NOIR	PORTUGAL	12500	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	234	236	239	263	241	241	182	186	254	266	250	272	186	194	247	251
TINTO DE PEGOES	NOIR	PORTUGAL	12503	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	238	240	239	243			182	182					188	188	243	247
BERTILLE SEYVE 2846	NOIR	FRANCE	1252	VITIS INTERSPECIFIC CROSSING	133	133	246	246	251	261	237	241	186	202	230	230	250	272	194	202	245	259
TISSERAND		FRANCE	12520	VITIS INTERSPECIFIC CROSSING	139	149	222	234	231	239	239	251	190	192	236	236	240	258	194	218	247	259
TISSIER RAVAT	BLANC	FRANCE	12521	VITIS INTERSPECIFIC CROSSING	133	133	228	266	239	255	237	241	186	187	238	244	250	250	180	188	257	259
KARTLIS TITA	BLANC	GEORGIA	12526	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	141					239	255	176	186	234	244	250	272	190	200	235	251
TITAN	NOIR	HUNGARY	12531	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	228	238	239	249	239	241	180	180	260	268	240	272	186	194	255	255
TKUPKVIRTA	NOIR	GEORGIA	12535	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	143	240	242	247	253	255	267	176	195	236	236	250	258	200	204	237	257
